dataset,GID_1,NAME_1,GID_2,NAME_2,POPESTIMATE2015,1km_population,pop_error,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_lived_cells,5km_lived_density,5km_gini_index,5km_arithmetic_pwd,5km_geometric_pwd,10km_lived_cells,10km_lived_density,10km_gini_index,10km_arithmetic_pwd,10km_geometric_pwd,5km_pop_error,10km_pop_error,5km_area_error,10km_area_error
landscan,USA.15_1,Indiana,USA.15.2_1,Allen,367362.0,381732.0,4.0,1645.0,88.0,265.0,0.8081945176140116,232.0,1493.0,922.0,100.0,251.0,0.6987923967251556,911.0,617.0,100.0,249.0,0.6519179030517651,771.0,532.0,0.29,0.29,7.96,7.11
ghs,USA.15_1,Indiana,USA.15.3_1,Bartholomew,81458.0,79696.0,2.0,1045.0,67.0,113.0,0.8520158529689654,76.0,779.0,426.0,95.0,85.0,0.6877723831359136,365.0,205.0,100.0,96.0,0.5973957820744096,297.0,189.0,1.37,6.39,6.79,25.55
gpw,USA.15_1,Indiana,USA.15.3_1,Bartholomew,81458.0,79753.0,2.0,1045.0,88.0,87.0,0.8119018700659202,76.0,786.0,381.0,97.0,84.0,0.6843797726786369,365.0,204.0,100.0,96.0,0.5945068577691957,298.0,189.0,1.38,6.36,6.79,25.55
worldpop,USA.15_1,Indiana,USA.15.3_1,Bartholomew,81458.0,79302.0,3.0,1045.0,86.0,88.0,0.8292532169765304,76.0,817.0,406.0,95.0,85.0,0.6901997119392741,377.0,208.0,100.0,95.0,0.6000739815505642,308.0,192.0,1.35,6.46,6.79,25.45
landscan,USA.15_1,Indiana,USA.15.3_1,Bartholomew,81458.0,84192.0,3.0,1045.0,72.0,112.0,0.8799565300606611,81.0,1115.0,579.0,97.0,87.0,0.7466484394475118,497.0,265.0,100.0,104.0,0.655512300679254,358.0,234.0,0.92,4.5,4.59,25.84
ghs,USA.15_1,Indiana,USA.15.4_1,Benton,8693.0,7611.0,12.0,994.0,41.0,18.0,0.8887889406170341,8.0,320.0,99.0,100.0,8.0,0.652151456027116,37.0,20.0,100.0,8.0,0.5492283785838213,20.0,13.0,2.55,2.55,1.91,1.91
gpw,USA.15_1,Indiana,USA.15.4_1,Benton,8693.0,7686.0,12.0,994.0,69.0,11.0,0.7759987275451514,8.0,326.0,75.0,100.0,8.0,0.63654619023779,37.0,20.0,100.0,8.0,0.5420029648376615,20.0,13.0,3.3,3.3,1.91,1.91
worldpop,USA.15_1,Indiana,USA.15.4_1,Benton,8693.0,7575.0,13.0,994.0,48.0,15.0,0.841824354246544,8.0,352.0,89.0,100.0,8.0,0.6429428533098435,37.0,20.0,100.0,8.0,0.5437726328919026,20.0,13.0,1.91,1.91,1.91,1.91
landscan,USA.15_1,Indiana,USA.15.4_1,Benton,8693.0,7118.0,18.0,994.0,40.0,18.0,0.93102084764,7.0,424.0,157.0,100.0,7.0,0.7326239572333271,42.0,24.0,100.0,7.0,0.6228267757397143,22.0,15.0,3.95,3.95,3.42,1.91
ghs,USA.15_1,Indiana,USA.15.5_1,Blackford,12242.0,11589.0,5.0,401.0,71.0,40.0,0.8446667775111406,29.0,465.0,197.0,100.0,34.0,0.6456942115688801,174.0,89.0,100.0,39.0,0.4688129081832888,74.0,58.0,4.61,12.56,18.7,35.16
gpw,USA.15_1,Indiana,USA.15.5_1,Blackford,12242.0,11648.0,5.0,401.0,99.0,29.0,0.7563185027634995,29.0,487.0,169.0,100.0,34.0,0.6502086383824515,177.0,91.0,100.0,39.0,0.4691101760027862,75.0,59.0,5.23,12.09,18.7,35.16
worldpop,USA.15_1,Indiana,USA.15.5_1,Blackford,12242.0,11625.0,5.0,408.0,95.0,30.0,0.7944663409709438,29.0,497.0,180.0,100.0,30.0,0.6699712139100947,171.0,83.0,100.0,30.0,0.5118659547750631,67.0,48.0,2.74,2.74,7.35,7.35
landscan,USA.15_1,Indiana,USA.15.5_1,Blackford,12242.0,11076.0,10.0,401.0,76.0,36.0,0.8740569827521928,28.0,569.0,252.0,100.0,33.0,0.6886689130976937,174.0,94.0,100.0,39.0,0.4322167487514398,68.0,54.0,3.55,8.36,20.2,35.16
ghs,USA.15_1,Indiana,USA.15.6_1,Boone,63033.0,61293.0,3.0,1061.0,74.0,78.0,0.8480921443795099,58.0,683.0,340.0,100.0,59.0,0.7003752018872301,274.0,168.0,100.0,53.0,0.62422615943173,204.0,128.0,4.11,15.51,1.89,7.35
gpw,USA.15_1,Indiana,USA.15.6_1,Boone,63033.0,61255.0,3.0,1061.0,99.0,58.0,0.7875657323625075,58.0,665.0,290.0,100.0,59.0,0.6919500439170784,268.0,163.0,100.0,52.0,0.618411612060624,200.0,124.0,4.04,15.99,1.89,7.35
worldpop,USA.15_1,Indiana,USA.15.6_1,Boone,63033.0,60799.0,4.0,1061.0,96.0,59.0,0.8160235090086457,57.0,711.0,319.0,100.0,58.0,0.6974031780117037,276.0,166.0,100.0,52.0,0.6215322646558699,199.0,124.0,3.88,15.74,1.89,7.35
landscan,USA.15_1,Indiana,USA.15.6_1,Boone,63033.0,57142.0,9.0,1061.0,78.0,69.0,0.8797512431572687,54.0,792.0,410.0,100.0,57.0,0.7587008499411138,311.0,191.0,100.0,48.0,0.6829606076447743,202.0,129.0,4.69,17.44,0.47,7.16
ghs,USA.15_1,Indiana,USA.15.7_1,Brown,14994.0,14991.0,0.0,802.0,57.0,33.0,0.7919435562507267,19.0,113.0,69.0,100.0,19.0,0.4704995251678762,33.0,27.0,100.0,20.0,0.3670326439414057,30.0,26.0,0.0,19.49,0.0,26.43
gpw,USA.15_1,Indiana,USA.15.7_1,Brown,14994.0,14988.0,0.0,802.0,84.0,22.0,0.5536797981258191,19.0,55.0,33.0,100.0,19.0,0.4363924361249954,30.0,25.0,100.0,21.0,0.3535331024509781,29.0,25.0,0.0,18.89,0.0,26.43
worldpop,USA.15_1,Indiana,USA.15.7_1,Brown,14994.0,14851.0,1.0,797.0,81.0,23.0,0.6285633490957614,19.0,66.0,39.0,100.0,19.0,0.4535359692802996,32.0,26.0,100.0,20.0,0.3648445492099098,29.0,25.0,0.0,19.84,0.0,26.6
landscan,USA.15_1,Indiana,USA.15.7_1,Brown,14994.0,13213.0,12.0,802.0,66.0,25.0,0.7652966213712783,16.0,460.0,77.0,100.0,16.0,0.5351377815471056,46.0,28.0,100.0,19.0,0.4553101373185289,34.0,27.0,0.0,15.02,2.24,26.68
ghs,USA.15_1,Indiana,USA.15.8_1,Carroll,19887.0,19401.0,2.0,943.0,68.0,30.0,0.7853837225066088,21.0,244.0,91.0,98.0,21.0,0.5533468629220756,68.0,38.0,100.0,22.0,0.4519222724918755,34.0,29.0,4.32,21.22,6.79,27.89
gpw,USA.15_1,Indiana,USA.15.8_1,Carroll,19887.0,19396.0,2.0,943.0,98.0,21.0,0.6660974580889409,21.0,229.0,67.0,98.0,21.0,0.5382608405294094,68.0,37.0,100.0,22.0,0.4475323058585992,34.0,29.0,4.71,21.31,6.79,27.89
worldpop,USA.15_1,Indiana,USA.15.8_1,Carroll,19887.0,19375.0,3.0,939.0,90.0,23.0,0.7211850425735039,21.0,245.0,77.0,98.0,21.0,0.5568295152640701,69.0,38.0,100.0,22.0,0.4478844262691873,34.0,29.0,5.33,21.46,6.71,27.9
landscan,USA.15_1,Indiana,USA.15.8_1,Carroll,19887.0,17491.0,12.0,943.0,72.0,26.0,0.8433504845915067,19.0,405.0,133.0,100.0,19.0,0.643787984001599,87.0,45.0,100.0,21.0,0.4793445315535123,35.0,29.0,3.57,17.63,8.27,27.89
ghs,USA.15_1,Indiana,USA.15.9_1,Cass,38081.0,37427.0,2.0,1050.0,72.0,50.0,0.8499216020926461,36.0,710.0,258.0,100.0,35.0,0.7161954773819554,315.0,123.0,100.0,35.0,0.6324108073263057,155.0,80.0,1.18,1.18,0.86,0.86
gpw,USA.15_1,Indiana,USA.15.9_1,Cass,38081.0,37425.0,2.0,1050.0,98.0,36.0,0.7736484328138604,36.0,747.0,220.0,100.0,35.0,0.7103146997816064,313.0,122.0,100.0,35.0,0.6335123207726038,157.0,81.0,1.29,1.29,0.86,0.86
worldpop,USA.15_1,Indiana,USA.15.9_1,Cass,38081.0,37287.0,2.0,1050.0,94.0,38.0,0.8017417809840931,36.0,752.0,237.0,100.0,35.0,0.7162406083423661,315.0,123.0,100.0,35.0,0.6350900017988891,155.0,81.0,1.3,1.3,0.86,0.86
landscan,USA.15_1,Indiana,USA.15.9_1,Cass,38081.0,37690.0,1.0,1050.0,76.0,47.0,0.8927177575721236,36.0,882.0,381.0,100.0,36.0,0.788530997689808,363.0,161.0,100.0,35.0,0.6896459555580275,166.0,91.0,1.29,1.29,0.38,1.14
ghs,USA.15_1,Indiana,USA.15.10_1,Clark,114819.0,113725.0,1.0,956.0,69.0,171.0,0.8327493137620642,119.0,907.0,548.0,96.0,123.0,0.7469401882161272,604.0,363.0,100.0,123.0,0.7104490756354312,517.0,315.0,4.05,4.05,0.84,0.84
gpw,USA.15_1,Indiana,USA.15.10_1,Clark,114819.0,113883.0,1.0,956.0,95.0,125.0,0.7891632579356398,119.0,910.0,484.0,96.0,123.0,0.7430025508212303,605.0,358.0,100.0,123.0,0.7125141153125588,519.0,316.0,3.99,3.99,0.84,0.84
worldpop,USA.15_1,Indiana,USA.15.10_1,Clark,114819.0,113428.0,1.0,954.0,94.0,127.0,0.8063377755942456,119.0,938.0,512.0,96.0,123.0,0.7453222531451865,599.0,357.0,100.0,58.0,0.5848823903953452,130.0,91.0,3.81,55.39,0.73,8.18
landscan,USA.15_1,Indiana,USA.15.10_1,Clark,114819.0,109751.0,4.0,956.0,79.0,145.0,0.8560363332083036,115.0,1050.0,633.0,100.0,120.0,0.7777800506248814,704.0,424.0,100.0,120.0,0.7403708705762154,586.0,358.0,5.63,5.63,1.46,0.73
ghs,USA.15_1,Indiana,USA.15.11_1,Clay,26395.0,25883.0,2.0,899.0,65.0,44.0,0.8317525553541992,29.0,408.0,160.0,100.0,29.0,0.6942643039006325,167.0,78.0,100.0,30.0,0.6121925383853313,87.0,55.0,0.72,2.82,1.56,7.45
gpw,USA.15_1,Indiana,USA.15.11_1,Clay,26395.0,25890.0,2.0,899.0,90.0,32.0,0.7396005151305107,29.0,404.0,122.0,100.0,29.0,0.6900509078107154,168.0,77.0,100.0,30.0,0.6014717883971512,85.0,54.0,0.74,2.74,1.56,7.45
worldpop,USA.15_1,Indiana,USA.15.11_1,Clay,26395.0,26434.0,0.0,921.0,84.0,34.0,0.7679544351952082,29.0,406.0,132.0,100.0,29.0,0.6808285962452696,140.0,72.0,100.0,30.0,0.581175039749807,74.0,52.0,1.43,3.34,3.15,8.9
landscan,USA.15_1,Indiana,USA.15.11_1,Clay,26395.0,24113.0,9.0,899.0,64.0,42.0,0.8688927699144099,27.0,601.0,220.0,100.0,26.0,0.7487161346964393,188.0,87.0,100.0,28.0,0.6597569104232239,90.0,58.0,0.82,2.53,0.67,7.56
ghs,USA.15_1,Indiana,USA.15.12_1,Clinton,32373.0,32123.0,1.0,980.0,66.0,49.0,0.8694812876363783,33.0,839.0,297.0,100.0,34.0,0.6996634896445195,413.0,133.0,100.0,34.0,0.5619898992507069,130.0,69.0,0.98,0.98,1.22,1.22
gpw,USA.15_1,Indiana,USA.15.12_1,Clinton,32373.0,32043.0,1.0,980.0,98.0,33.0,0.7842991795143481,33.0,874.0,247.0,100.0,34.0,0.6917915420278056,418.0,133.0,100.0,34.0,0.5613742553279355,131.0,70.0,1.17,1.17,1.22,1.22
worldpop,USA.15_1,Indiana,USA.15.12_1,Clinton,32373.0,32122.0,1.0,995.0,92.0,35.0,0.8187650576251425,32.0,897.0,270.0,100.0,31.0,0.6935321160672008,428.0,130.0,100.0,43.0,0.5955077183259755,155.0,92.0,2.13,13.51,5.13,35.58
landscan,USA.15_1,Indiana,USA.15.12_1,Clinton,32373.0,31471.0,3.0,980.0,72.0,45.0,0.8990627433477419,32.0,819.0,356.0,100.0,33.0,0.753183715383851,386.0,147.0,100.0,33.0,0.6051624977370887,122.0,70.0,0.74,0.74,3.16,1.73
ghs,USA.15_1,Indiana,USA.15.13_1,Crawford,10555.0,10549.0,0.0,807.0,61.0,21.0,0.7695973254483988,13.0,91.0,46.0,93.0,13.0,0.4776023308990301,24.0,18.0,100.0,14.0,0.3198988175855644,18.0,16.0,1.04,3.66,1.12,7.56
gpw,USA.15_1,Indiana,USA.15.13_1,Crawford,10555.0,10553.0,0.0,807.0,96.0,14.0,0.5191510926610378,13.0,70.0,24.0,93.0,13.0,0.4443620329415748,22.0,17.0,100.0,14.0,0.3051972821801146,17.0,15.0,1.01,3.53,1.12,7.56
worldpop,USA.15_1,Indiana,USA.15.13_1,Crawford,10555.0,10455.0,1.0,799.0,89.0,15.0,0.6144114291934605,13.0,79.0,29.0,93.0,13.0,0.4657393764163013,22.0,17.0,100.0,14.0,0.3111094334628799,17.0,15.0,0.8,3.09,1.13,7.26
landscan,USA.15_1,Indiana,USA.15.13_1,Crawford,10555.0,8993.0,15.0,807.0,66.0,17.0,0.7885905053222325,11.0,163.0,52.0,98.0,11.0,0.5104542711929971,23.0,17.0,100.0,12.0,0.3440094021176045,16.0,14.0,0.62,3.36,0.5,7.43
ghs,USA.15_1,Indiana,USA.15.14_1,Daviess,32823.0,32139.0,2.0,1114.0,64.0,45.0,0.8177167484209734,29.0,474.0,162.0,95.0,29.0,0.72246163809602,195.0,79.0,95.0,30.0,0.6319604300678746,79.0,52.0,0.09,3.98,0.72,6.73
gpw,USA.15_1,Indiana,USA.15.14_1,Daviess,32823.0,32161.0,2.0,1114.0,85.0,34.0,0.7487769676549088,29.0,461.0,133.0,96.0,29.0,0.7112345483381441,193.0,77.0,95.0,30.0,0.6278478229564708,78.0,51.0,0.27,4.2,0.72,6.73
worldpop,USA.15_1,Indiana,USA.15.14_1,Daviess,32823.0,32000.0,3.0,1114.0,79.0,36.0,0.7822974316949272,29.0,481.0,146.0,98.0,29.0,0.7178543851751926,200.0,79.0,94.0,33.0,0.588778599137169,84.0,55.0,0.2,7.39,0.72,18.58
landscan,USA.15_1,Indiana,USA.15.14_1,Daviess,32823.0,30608.0,7.0,1114.0,65.0,42.0,0.8672873598409802,27.0,671.0,225.0,94.0,27.0,0.7604631152297294,219.0,88.0,100.0,28.0,0.6774497786396015,87.0,55.0,0.9,4.04,2.33,6.55
ghs,USA.15_1,Indiana,USA.15.15_1,De Kalb,,42013.0,,916.0,78.0,59.0,0.802119251950439,46.0,541.0,226.0,100.0,48.0,0.6300567146597206,241.0,117.0,100.0,52.0,0.4829623103558649,103.0,78.0,1.6,4.24,5.35,15.83
gpw,USA.15_1,Indiana,USA.15.15_1,De Kalb,,42118.0,,916.0,99.0,46.0,0.7047436156044566,46.0,545.0,187.0,100.0,48.0,0.6236531958208381,240.0,116.0,100.0,52.0,0.4781078550747812,103.0,77.0,2.03,4.67,5.35,15.83
worldpop,USA.15_1,Indiana,USA.15.15_1,De Kalb,,41939.0,,916.0,99.0,46.0,0.7334240348514144,46.0,566.0,200.0,100.0,47.0,0.6286819767247788,247.0,118.0,100.0,52.0,0.4817495626582952,103.0,77.0,2.08,4.69,5.35,15.83
landscan,USA.15_1,Indiana,USA.15.15_1,De Kalb,,42994.0,,916.0,79.0,59.0,0.8346335326459539,47.0,708.0,300.0,100.0,49.0,0.6777617288612764,240.0,130.0,100.0,54.0,0.537085956897433,125.0,89.0,1.24,3.59,5.68,16.16
ghs,USA.15_1,Indiana,USA.15.16_1,Dearborn,49455.0,50244.0,2.0,769.0,80.0,82.0,0.7505861992403755,65.0,371.0,207.0,96.0,64.0,0.5692058839574041,160.0,104.0,100.0,46.0,0.3429729101806045,63.0,53.0,7.42,42.41,6.11,17.56
gpw,USA.15_1,Indiana,USA.15.16_1,Dearborn,49455.0,50538.0,2.0,769.0,99.0,67.0,0.6094575566513873,66.0,319.0,150.0,96.0,65.0,0.5488049984378696,158.0,103.0,100.0,45.0,0.3211647094739129,61.0,52.0,7.64,43.03,6.11,17.56
worldpop,USA.15_1,Indiana,USA.15.16_1,Dearborn,49455.0,50626.0,2.0,786.0,99.0,65.0,0.6682051629361682,64.0,358.0,168.0,98.0,62.0,0.5474733393525253,139.0,96.0,100.0,45.0,0.3180712541051354,59.0,51.0,8.06,43.5,3.94,18.83
landscan,USA.15_1,Indiana,USA.15.16_1,Dearborn,49455.0,45089.0,9.0,769.0,81.0,72.0,0.8028794574877978,59.0,659.0,264.0,100.0,57.0,0.6162153838134916,211.0,115.0,100.0,40.0,0.4082164688765088,63.0,50.0,6.38,44.49,4.03,17.69
ghs,USA.15_1,Indiana,USA.15.17_1,Decatur,26339.0,26124.0,1.0,940.0,65.0,43.0,0.8421289173338573,28.0,519.0,186.0,97.0,28.0,0.674631033347644,238.0,88.0,100.0,29.0,0.5943492082888269,121.0,68.0,3.47,19.68,5.11,22.34
gpw,USA.15_1,Indiana,USA.15.17_1,Decatur,26339.0,26125.0,1.0,940.0,98.0,28.0,0.7338562398713481,28.0,536.0,146.0,97.0,28.0,0.6635728865465844,236.0,86.0,100.0,29.0,0.5889855832912693,121.0,68.0,3.47,19.18,5.11,22.34
worldpop,USA.15_1,Indiana,USA.15.17_1,Decatur,26339.0,25057.0,5.0,933.0,94.0,28.0,0.7607999160620811,27.0,514.0,147.0,97.0,27.0,0.663299223556016,234.0,85.0,100.0,28.0,0.6100156184109115,124.0,68.0,3.7,20.12,5.25,22.62
landscan,USA.15_1,Indiana,USA.15.17_1,Decatur,26339.0,26559.0,1.0,940.0,64.0,44.0,0.8908237471919892,28.0,835.0,304.0,100.0,28.0,0.7485959921610063,304.0,119.0,100.0,31.0,0.6617329125964878,153.0,87.0,2.02,14.08,2.77,22.55
ghs,USA.15_1,Indiana,USA.15.18_1,Delaware,115767.0,115328.0,0.0,984.0,84.0,140.0,0.8269119766368267,117.0,1103.0,559.0,100.0,123.0,0.7102928834230806,632.0,353.0,100.0,138.0,0.5896126255017542,340.0,257.0,2.34,6.24,7.01,20.33
gpw,USA.15_1,Indiana,USA.15.18_1,Delaware,115767.0,115471.0,0.0,984.0,99.0,118.0,0.7913650414222085,117.0,1104.0,512.0,100.0,123.0,0.7061453764832848,631.0,350.0,100.0,138.0,0.5886683530185715,339.0,255.0,2.34,6.38,7.01,20.33
worldpop,USA.15_1,Indiana,USA.15.18_1,Delaware,115767.0,115045.0,1.0,984.0,99.0,119.0,0.806467225848741,117.0,1140.0,538.0,100.0,123.0,0.7095132158904383,634.0,352.0,100.0,137.0,0.5924457366983187,343.0,258.0,2.38,6.47,7.01,20.33
landscan,USA.15_1,Indiana,USA.15.18_1,Delaware,115767.0,125251.0,8.0,984.0,82.0,156.0,0.8684169194413174,127.0,2983.0,906.0,100.0,138.0,0.7477604563807235,802.0,450.0,100.0,152.0,0.6115633254784424,393.0,300.0,1.51,5.4,8.94,20.73
ghs,USA.15_1,Indiana,USA.15.19_1,Dubois,42317.0,42109.0,0.0,1083.0,68.0,57.0,0.8240568869614258,39.0,410.0,195.0,100.0,40.0,0.6448979021808288,169.0,92.0,100.0,45.0,0.590476811784785,136.0,87.0,6.49,18.19,8.22,29.92
gpw,USA.15_1,Indiana,USA.15.19_1,Dubois,42317.0,42002.0,1.0,1083.0,98.0,40.0,0.7260718863261901,39.0,407.0,154.0,100.0,39.0,0.6387519437432183,167.0,90.0,100.0,45.0,0.5841902279817665,135.0,86.0,6.65,17.94,8.22,29.92
worldpop,USA.15_1,Indiana,USA.15.19_1,Dubois,42317.0,41942.0,1.0,1082.0,94.0,41.0,0.7683120772365375,39.0,426.0,172.0,100.0,39.0,0.6417299295641079,165.0,91.0,100.0,45.0,0.5872486817569165,136.0,86.0,6.62,18.01,8.23,30.04
landscan,USA.15_1,Indiana,USA.15.19_1,Dubois,42317.0,46840.0,11.0,1083.0,73.0,59.0,0.8822700464944468,43.0,770.0,359.0,100.0,42.0,0.7539051596583022,284.0,150.0,100.0,51.0,0.6841250117217694,208.0,130.0,8.69,16.67,7.02,30.01
ghs,USA.15_1,Indiana,USA.15.20_1,Elkhart,202995.0,198959.0,2.0,1168.0,93.0,183.0,0.7362130348103328,170.0,833.0,500.0,100.0,187.0,0.5857859197944016,493.0,342.0,100.0,227.0,0.4185606185086981,355.0,307.0,5.2,12.29,13.7,34.25
gpw,USA.15_1,Indiana,USA.15.20_1,Elkhart,202995.0,199203.0,2.0,1168.0,100.0,171.0,0.7075357067536371,171.0,842.0,471.0,100.0,187.0,0.584877617657118,493.0,341.0,100.0,227.0,0.4156733253022492,354.0,305.0,5.45,12.36,13.7,34.25
worldpop,USA.15_1,Indiana,USA.15.20_1,Elkhart,202995.0,199178.0,2.0,1168.0,100.0,171.0,0.724467688897893,171.0,860.0,493.0,100.0,187.0,0.5874928191893098,496.0,343.0,100.0,227.0,0.4209458135079298,357.0,307.0,5.43,12.39,13.7,34.25
landscan,USA.15_1,Indiana,USA.15.20_1,Elkhart,202995.0,214490.0,6.0,1168.0,87.0,212.0,0.7715719472447594,184.0,962.0,611.0,100.0,203.0,0.6138357475566165,578.0,396.0,100.0,246.0,0.4371801378815896,400.0,339.0,4.8,11.82,13.7,34.25
ghs,USA.15_1,Indiana,USA.15.21_1,Fayette,23388.0,23119.0,1.0,523.0,69.0,64.0,0.8547863646154474,44.0,583.0,276.0,100.0,45.0,0.6699001254554863,177.0,107.0,100.0,45.0,0.5985394056354707,102.0,77.0,0.61,0.61,2.68,2.68
gpw,USA.15_1,Indiana,USA.15.21_1,Fayette,23388.0,23069.0,1.0,523.0,99.0,44.0,0.7618633277688726,44.0,570.0,214.0,100.0,45.0,0.6677176106830214,176.0,107.0,100.0,45.0,0.600714687864153,103.0,77.0,0.91,0.91,2.68,2.68
worldpop,USA.15_1,Indiana,USA.15.21_1,Fayette,23388.0,23295.0,0.0,538.0,98.0,44.0,0.7854659110577391,43.0,574.0,226.0,100.0,45.0,0.6638438783054071,172.0,106.0,100.0,45.0,0.5916379972940198,100.0,76.0,1.62,1.62,5.39,5.39
landscan,USA.15_1,Indiana,USA.15.21_1,Fayette,23388.0,22409.0,4.0,523.0,76.0,56.0,0.881199953309398,43.0,795.0,365.0,100.0,45.0,0.7244897125321395,223.0,131.0,100.0,44.0,0.650387527280186,115.0,85.0,0.58,0.58,5.16,2.68
ghs,USA.15_1,Indiana,USA.15.22_1,Floyd,76505.0,75539.0,1.0,375.0,87.0,231.0,0.7143950322103154,202.0,876.0,545.0,100.0,209.0,0.6083199772072191,635.0,399.0,100.0,233.0,0.4002434403731899,491.0,348.0,1.36,2.51,4.8,15.73
gpw,USA.15_1,Indiana,USA.15.22_1,Floyd,76505.0,75571.0,1.0,375.0,99.0,203.0,0.6763800726536527,202.0,866.0,499.0,100.0,209.0,0.6067272044077062,643.0,402.0,100.0,234.0,0.4046873095131019,496.0,350.0,1.29,2.49,4.8,15.73
worldpop,USA.15_1,Indiana,USA.15.22_1,Floyd,76505.0,75972.0,1.0,380.0,99.0,202.0,0.6963636248671545,200.0,882.0,521.0,100.0,205.0,0.6099686498319798,642.0,399.0,100.0,229.0,0.4078764360379527,489.0,344.0,2.32,3.58,4.74,15.79
landscan,USA.15_1,Indiana,USA.15.22_1,Floyd,76505.0,74041.0,3.0,375.0,89.0,222.0,0.7751489179240624,198.0,1203.0,693.0,100.0,205.0,0.6544304315530751,648.0,424.0,100.0,230.0,0.4696057268784673,535.0,377.0,1.05,1.77,4.8,15.73
ghs,USA.15_1,Indiana,USA.15.23_1,Fountain,16537.0,16603.0,0.0,1007.0,60.0,27.0,0.853240823523746,16.0,323.0,122.0,98.0,17.0,0.6428395146143467,106.0,46.0,100.0,18.0,0.4975134717428269,50.0,31.0,6.87,14.58,10.82,23.83
gpw,USA.15_1,Indiana,USA.15.23_1,Fountain,16537.0,16635.0,1.0,1007.0,90.0,18.0,0.74654814615064,17.0,316.0,90.0,100.0,17.0,0.6181906445989751,106.0,44.0,100.0,19.0,0.4890784442929083,50.0,30.0,6.65,14.27,10.82,23.83
worldpop,USA.15_1,Indiana,USA.15.23_1,Fountain,16537.0,16594.0,0.0,1005.0,78.0,21.0,0.7960712503113735,17.0,327.0,105.0,100.0,17.0,0.6129620711889283,96.0,40.0,100.0,19.0,0.4302677763044745,46.0,29.0,0.88,15.08,0.5,26.47
landscan,USA.15_1,Indiana,USA.15.23_1,Fountain,16537.0,15030.0,9.0,1007.0,58.0,26.0,0.899035966925211,15.0,540.0,192.0,98.0,16.0,0.7176692204575209,137.0,59.0,100.0,18.0,0.5580154945741193,52.0,32.0,5.55,10.69,12.71,23.83
ghs,USA.15_1,Indiana,USA.15.24_1,Franklin,22940.0,23480.0,2.0,993.0,67.0,35.0,0.7688583357549006,24.0,197.0,87.0,100.0,24.0,0.4374075057595455,64.0,35.0,100.0,24.0,0.271024850407695,32.0,28.0,3.45,9.54,3.42,12.08
gpw,USA.15_1,Indiana,USA.15.24_1,Franklin,22940.0,23278.0,1.0,993.0,98.0,24.0,0.5282696271944304,23.0,166.0,51.0,100.0,23.0,0.4088240649749805,60.0,34.0,100.0,24.0,0.2620020027554793,32.0,27.0,3.24,9.48,3.42,12.08
worldpop,USA.15_1,Indiana,USA.15.24_1,Franklin,22940.0,23194.0,1.0,992.0,98.0,24.0,0.604641823932132,23.0,165.0,57.0,100.0,23.0,0.4155112610365408,60.0,34.0,100.0,24.0,0.2661119742237419,32.0,27.0,3.16,9.6,3.33,12.0
landscan,USA.15_1,Indiana,USA.15.24_1,Franklin,22940.0,20347.0,11.0,993.0,73.0,28.0,0.8040051320840448,20.0,412.0,118.0,100.0,20.0,0.5519734971397996,117.0,43.0,100.0,21.0,0.4257299921125904,41.0,30.0,3.01,8.21,1.11,12.08
ghs,USA.15_1,Indiana,USA.15.25_1,Fulton,20340.0,20356.0,0.0,934.0,69.0,31.0,0.8128639434083585,22.0,354.0,121.0,94.0,22.0,0.6358760254346267,109.0,51.0,88.0,22.0,0.5341484729493231,45.0,33.0,1.06,1.06,3.21,3.21
gpw,USA.15_1,Indiana,USA.15.25_1,Fulton,20340.0,20362.0,0.0,934.0,96.0,23.0,0.7017349897205427,22.0,343.0,93.0,94.0,22.0,0.6298473137819213,107.0,50.0,88.0,22.0,0.5280941927314563,44.0,33.0,1.14,1.14,3.21,3.21
worldpop,USA.15_1,Indiana,USA.15.25_1,Fulton,20340.0,19941.0,2.0,891.0,90.0,25.0,0.7536387358571232,22.0,357.0,107.0,90.0,22.0,0.6515448700715165,118.0,53.0,100.0,22.0,0.4750279325407404,44.0,33.0,0.17,0.17,0.34,0.34
landscan,USA.15_1,Indiana,USA.15.25_1,Fulton,20340.0,19510.0,4.0,934.0,71.0,30.0,0.8575591557718593,21.0,533.0,182.0,100.0,21.0,0.6945441178130365,152.0,66.0,100.0,21.0,0.5564498170386154,53.0,36.0,3.33,3.33,4.18,3.1
ghs,USA.15_1,Indiana,USA.15.26_1,Gibson,33644.0,33668.0,0.0,1285.0,57.0,46.0,0.8648694662226152,26.0,444.0,185.0,85.0,28.0,0.7456883351340079,107.0,66.0,92.0,27.0,0.6324748099262517,49.0,40.0,3.47,3.47,4.2,4.2
gpw,USA.15_1,Indiana,USA.15.26_1,Gibson,33644.0,33651.0,0.0,1285.0,75.0,35.0,0.8041614007105022,26.0,450.0,151.0,87.0,28.0,0.7399021964887221,107.0,65.0,96.0,26.0,0.6341174239627442,49.0,40.0,3.99,3.99,4.2,4.2
worldpop,USA.15_1,Indiana,USA.15.26_1,Gibson,33644.0,33495.0,0.0,1280.0,70.0,37.0,0.8250510293471148,26.0,469.0,165.0,87.0,28.0,0.7465957459994342,107.0,66.0,96.0,26.0,0.6331929768014908,48.0,40.0,3.83,3.83,4.22,4.22
