dataset,GID_1,NAME_1,GID_2,NAME_2,POPESTIMATE2015,1km_population,pop_error,1km_area,1km_lived_cells,1km_lived_density,1km_gini_index,1km_density,1km_arithmetic_pwd,1km_geometric_pwd,5km_lived_cells,5km_lived_density,5km_gini_index,5km_arithmetic_pwd,5km_geometric_pwd,10km_lived_cells,10km_lived_density,10km_gini_index,10km_arithmetic_pwd,10km_geometric_pwd,5km_pop_error,10km_pop_error,5km_area_error,10km_area_error
worldpop,USA.44_1,Texas,USA.44.242_1,Wheeler,5658.0,5377.0,5.0,2321.0,10.0,21.0,0.9521700357923056,2.0,308.0,98.0,79.0,3.0,0.8742869091135167,64.0,26.0,100.0,3.0,0.7707873457094622,19.0,11.0,1.93,2.38,2.33,9.87
landscan,USA.44_1,Texas,USA.44.242_1,Wheeler,5658.0,5376.0,5.0,2285.0,16.0,14.0,0.9733543599111734,2.0,306.0,119.0,84.0,3.0,0.8833349147001041,56.0,25.0,100.0,3.0,0.782399138194845,18.0,10.0,2.1,2.1,10.72,8.1
ghs,USA.44_1,Texas,USA.44.243_1,Wichita,130961.0,129497.0,1.0,1582.0,36.0,229.0,0.9212702440154972,82.0,1119.0,777.0,78.0,106.0,0.859520592036602,606.0,428.0,96.0,67.0,0.7942937858379262,281.0,206.0,4.37,30.57,1.14,14.6
gpw,USA.44_1,Texas,USA.44.243_1,Wichita,130961.0,129325.0,1.0,1582.0,51.0,159.0,0.9136511703542814,82.0,1078.0,726.0,87.0,97.0,0.8585149688953689,606.0,426.0,100.0,67.0,0.7934256078393974,281.0,205.0,4.72,30.33,1.14,14.6
worldpop,USA.44_1,Texas,USA.44.243_1,Wichita,130961.0,129269.0,1.0,1586.0,43.0,190.0,0.9219674247222902,82.0,1192.0,797.0,85.0,99.0,0.8602366107685442,612.0,430.0,100.0,67.0,0.7961569852879526,290.0,209.0,4.29,30.06,1.2,14.63
landscan,USA.44_1,Texas,USA.44.243_1,Wichita,130961.0,135009.0,3.0,1582.0,39.0,216.0,0.9265335426375796,85.0,1234.0,868.0,82.0,103.0,0.8704093499529096,685.0,473.0,96.0,70.0,0.8139463890485362,354.0,243.0,3.24,29.85,0.13,14.6
ghs,USA.44_1,Texas,USA.44.244_1,Wilbarger,13055.0,12855.0,2.0,2497.0,10.0,50.0,0.9819801347678436,5.0,652.0,321.0,56.0,9.0,0.9503964572752918,278.0,132.0,84.0,6.0,0.906290808058222,83.0,51.0,0.04,0.09,0.84,9.37
gpw,USA.44_1,Texas,USA.44.244_1,Wilbarger,13055.0,12854.0,2.0,2497.0,15.0,32.0,0.9649562315697,5.0,699.0,284.0,66.0,8.0,0.9424066683046344,291.0,133.0,92.0,6.0,0.902421566444449,83.0,51.0,0.08,0.13,0.84,9.37
worldpop,USA.44_1,Texas,USA.44.244_1,Wilbarger,13055.0,12823.0,2.0,2502.0,12.0,41.0,0.97409827632638,5.0,708.0,313.0,65.0,8.0,0.9466727152129554,295.0,134.0,89.0,6.0,0.905857174951509,87.0,52.0,0.06,0.12,0.76,9.27
landscan,USA.44_1,Texas,USA.44.244_1,Wilbarger,13055.0,14317.0,10.0,2497.0,14.0,40.0,0.9866043532937409,6.0,753.0,452.0,62.0,9.0,0.9583733091270548,249.0,137.0,89.0,7.0,0.9140602547582108,87.0,60.0,0.08,0.15,0.72,9.21
ghs,USA.44_1,Texas,USA.44.245_1,Willacy,21863.0,22702.0,4.0,1637.0,26.0,52.0,0.9633299237481472,14.0,902.0,401.0,49.0,22.0,0.9258750234259862,264.0,126.0,66.0,17.0,0.8853301529300408,103.0,68.0,0.0,0.0,0.12,0.12
gpw,USA.44_1,Texas,USA.44.245_1,Willacy,21863.0,22588.0,3.0,1637.0,29.0,48.0,0.9583118396382998,14.0,806.0,364.0,50.0,22.0,0.9242381756803624,245.0,119.0,69.0,16.0,0.8810962807547842,98.0,65.0,0.0,0.0,0.12,0.12
worldpop,USA.44_1,Texas,USA.44.245_1,Willacy,21863.0,22693.0,4.0,1618.0,25.0,56.0,0.96356417405976,14.0,1039.0,426.0,48.0,23.0,0.9278383164186028,306.0,138.0,62.0,19.0,0.8863355730897675,113.0,76.0,0.0,11.83,1.3,16.63
landscan,USA.44_1,Texas,USA.44.245_1,Willacy,21863.0,20227.0,7.0,1543.0,22.0,59.0,0.9747718630325132,13.0,1167.0,514.0,56.0,20.0,0.9314337312300636,348.0,155.0,73.0,14.0,0.8914756901634903,110.0,69.0,0.0,0.0,4.73,6.42
ghs,USA.44_1,Texas,USA.44.246_1,Williamson,507133.0,539525.0,6.0,2920.0,66.0,280.0,0.8769771962467284,185.0,1618.0,1121.0,95.0,186.0,0.806885098364243,1000.0,674.0,96.0,188.0,0.7748388699004085,821.0,566.0,0.01,0.07,0.1,1.61
gpw,USA.44_1,Texas,USA.44.246_1,Williamson,507133.0,539029.0,6.0,2920.0,94.0,196.0,0.8594524744812185,185.0,1598.0,1034.0,97.0,185.0,0.8045240744310588,993.0,667.0,100.0,187.0,0.7739034856746528,819.0,563.0,0.0,0.07,0.1,1.61
worldpop,USA.44_1,Texas,USA.44.246_1,Williamson,507133.0,538800.0,6.0,2915.0,88.0,210.0,0.8694492535505266,185.0,1652.0,1096.0,96.0,185.0,0.8078841339607559,1004.0,678.0,98.0,188.0,0.7712027056513081,826.0,568.0,0.0,0.07,0.03,1.58
landscan,USA.44_1,Texas,USA.44.246_1,Williamson,507133.0,442421.0,13.0,2920.0,76.0,201.0,0.8783007893865054,152.0,1470.0,948.0,97.0,155.0,0.8127420906327161,882.0,602.0,98.0,154.0,0.7838270032292912,724.0,499.0,0.0,0.04,1.95,1.34
ghs,USA.44_1,Texas,USA.44.247_1,Wilson,47178.0,48949.0,4.0,2086.0,58.0,40.0,0.8672801475728287,23.0,284.0,147.0,94.0,24.0,0.7226709291537305,82.0,56.0,95.0,24.0,0.649650669132083,53.0,42.0,0.0,0.08,0.05,1.58
gpw,USA.44_1,Texas,USA.44.247_1,Wilson,47178.0,49024.0,4.0,2086.0,87.0,27.0,0.7458161320816635,23.0,197.0,82.0,95.0,24.0,0.7006629124697993,77.0,52.0,97.0,24.0,0.6397159113256273,52.0,40.0,0.0,0.07,0.05,1.58
worldpop,USA.44_1,Texas,USA.44.247_1,Wilson,47178.0,48739.0,3.0,2085.0,78.0,30.0,0.7910584080388326,23.0,229.0,99.0,93.0,23.0,0.7100000976305898,77.0,53.0,97.0,24.0,0.636022582016272,52.0,41.0,0.0,0.07,0.1,1.58
landscan,USA.44_1,Texas,USA.44.247_1,Wilson,47178.0,40536.0,14.0,2086.0,58.0,34.0,0.8813155534005712,19.0,611.0,177.0,98.0,19.0,0.7531109843192041,97.0,56.0,97.0,20.0,0.6769287047507935,55.0,39.0,0.0,0.09,0.96,1.39
ghs,USA.44_1,Texas,USA.44.248_1,Winkler,8027.0,7006.0,13.0,2110.0,2.0,169.0,0.9951297248186504,3.0,714.0,516.0,19.0,18.0,0.981956611986552,271.0,182.0,48.0,7.0,0.9369110745365824,69.0,49.0,0.01,0.01,7.35,7.35
gpw,USA.44_1,Texas,USA.44.248_1,Winkler,8027.0,7006.0,13.0,2110.0,2.0,136.0,0.9945707977072696,3.0,781.0,530.0,22.0,16.0,0.9809769241160924,269.0,179.0,59.0,6.0,0.9352072069732422,69.0,48.0,0.01,0.01,7.35,7.35
worldpop,USA.44_1,Texas,USA.44.248_1,Winkler,8027.0,6987.0,13.0,2110.0,2.0,180.0,0.9949429990813142,3.0,751.0,531.0,19.0,19.0,0.9818929469124468,268.0,182.0,52.0,7.0,0.9375121399477166,69.0,49.0,0.0,0.0,7.35,7.35
landscan,USA.44_1,Texas,USA.44.248_1,Winkler,8027.0,7634.0,5.0,2110.0,4.0,91.0,0.994774774817276,4.0,759.0,538.0,29.0,14.0,0.9819812173140132,294.0,200.0,74.0,5.0,0.9354295281194024,74.0,52.0,1.22,1.22,8.15,6.97
ghs,USA.44_1,Texas,USA.44.249_1,Wise,62857.0,63228.0,1.0,2345.0,64.0,42.0,0.7929007518569251,27.0,256.0,111.0,100.0,26.0,0.5579075983123104,76.0,47.0,100.0,26.0,0.4494139793291343,46.0,36.0,11.67,11.67,8.44,8.44
gpw,USA.44_1,Texas,USA.44.249_1,Wise,62857.0,63538.0,1.0,2345.0,91.0,30.0,0.6966299459401377,27.0,242.0,84.0,100.0,26.0,0.5516537775184072,76.0,46.0,100.0,26.0,0.4492625129618616,46.0,36.0,11.7,11.7,8.44,8.44
worldpop,USA.44_1,Texas,USA.44.249_1,Wise,62857.0,63539.0,1.0,2349.0,84.0,32.0,0.7381771378052084,27.0,252.0,95.0,100.0,26.0,0.553036787106308,73.0,45.0,100.0,26.0,0.4473356955661278,45.0,36.0,7.45,12.07,2.68,8.6
landscan,USA.44_1,Texas,USA.44.249_1,Wise,62857.0,58688.0,7.0,2345.0,61.0,41.0,0.8601347713639859,25.0,457.0,172.0,100.0,25.0,0.6612290848802372,116.0,61.0,100.0,25.0,0.5545922746470652,59.0,42.0,8.69,8.69,7.89,8.14
ghs,USA.44_1,Texas,USA.44.250_1,Wood,43117.0,44748.0,4.0,1787.0,67.0,37.0,0.7843124899569526,25.0,204.0,97.0,95.0,25.0,0.5263437479535287,63.0,40.0,97.0,25.0,0.4051229048608626,43.0,33.0,0.0,2.43,0.11,2.29
gpw,USA.44_1,Texas,USA.44.250_1,Wood,43117.0,44563.0,3.0,1787.0,92.0,27.0,0.6413709843899064,25.0,170.0,65.0,97.0,25.0,0.5035752125903806,57.0,38.0,97.0,25.0,0.3999153498390443,41.0,32.0,0.01,2.4,0.11,2.29
worldpop,USA.44_1,Texas,USA.44.250_1,Wood,43117.0,44485.0,3.0,1760.0,88.0,29.0,0.6920103320992524,25.0,190.0,75.0,97.0,25.0,0.5166659142011037,59.0,39.0,100.0,25.0,0.3854560741606236,42.0,32.0,0.02,2.36,1.02,1.08
landscan,USA.44_1,Texas,USA.44.250_1,Wood,43117.0,40546.0,6.0,1787.0,70.0,33.0,0.819319563863676,23.0,349.0,129.0,95.0,23.0,0.6022656784377806,78.0,44.0,100.0,22.0,0.4437420591246072,49.0,33.0,0.01,4.61,0.11,2.18
ghs,USA.44_1,Texas,USA.44.251_1,Yoakum,8644.0,5195.0,40.0,1970.0,7.0,34.0,0.9790900431566188,3.0,437.0,193.0,70.0,4.0,0.9237472642401324,96.0,50.0,96.0,3.0,0.8510891049302085,27.0,18.0,0.0,0.96,0.0,9.14
gpw,USA.44_1,Texas,USA.44.251_1,Yoakum,8644.0,5269.0,39.0,1970.0,9.0,29.0,0.964613220842,3.0,432.0,163.0,78.0,3.0,0.9107254914839534,92.0,45.0,96.0,3.0,0.8463541083951885,27.0,18.0,0.0,1.08,0.0,9.14
worldpop,USA.44_1,Texas,USA.44.251_1,Yoakum,8644.0,5376.0,38.0,1970.0,8.0,32.0,0.9725380478570328,3.0,487.0,196.0,75.0,4.0,0.9198846544993028,98.0,50.0,96.0,3.0,0.8530510771313895,28.0,19.0,0.0,1.04,0.0,9.14
landscan,USA.44_1,Texas,USA.44.251_1,Yoakum,8644.0,5477.0,37.0,1970.0,10.0,29.0,0.990491958168238,3.0,679.0,346.0,67.0,4.0,0.9563745893451736,130.0,80.0,92.0,3.0,0.8974609586177378,35.0,26.0,0.0,0.62,0.51,8.88
ghs,USA.44_1,Texas,USA.44.252_1,Young,18163.0,18659.0,3.0,2346.0,17.0,45.0,0.9643727986163698,8.0,531.0,237.0,91.0,9.0,0.8813234251301891,125.0,70.0,100.0,9.0,0.839287702959636,93.0,50.0,1.16,1.16,8.44,8.44
gpw,USA.44_1,Texas,USA.44.252_1,Young,18163.0,18647.0,3.0,2346.0,36.0,22.0,0.9125082690844656,8.0,527.0,165.0,96.0,9.0,0.8592006592415395,118.0,62.0,100.0,9.0,0.8284533877851122,88.0,47.0,1.22,1.22,8.44,8.44
worldpop,USA.44_1,Texas,USA.44.252_1,Young,18163.0,18612.0,2.0,2346.0,26.0,30.0,0.9396859955424562,8.0,542.0,197.0,93.0,9.0,0.8725285393167272,121.0,67.0,100.0,9.0,0.8391537689335286,92.0,50.0,1.2,1.2,8.44,8.44
landscan,USA.44_1,Texas,USA.44.252_1,Young,18163.0,17749.0,2.0,2346.0,25.0,30.0,0.973314356794696,8.0,689.0,331.0,88.0,9.0,0.9102072229255456,146.0,90.0,100.0,8.0,0.8798707920979478,110.0,65.0,0.58,0.58,7.93,8.18
ghs,USA.44_1,Texas,USA.44.253_1,Zapata,14493.0,14903.0,3.0,2691.0,6.0,99.0,0.9902370172380606,6.0,815.0,462.0,31.0,17.0,0.9732196021979056,318.0,183.0,60.0,9.0,0.9394906112061814,97.0,71.0,0.01,0.13,0.07,1.23
gpw,USA.44_1,Texas,USA.44.253_1,Zapata,14493.0,14897.0,3.0,2691.0,8.0,72.0,0.9849406071169812,6.0,792.0,387.0,44.0,12.0,0.9691071546062028,295.0,164.0,71.0,7.0,0.9369980005371756,96.0,69.0,0.0,0.11,0.07,1.23
worldpop,USA.44_1,Texas,USA.44.253_1,Zapata,14493.0,14756.0,2.0,2613.0,6.0,99.0,0.9887630094828632,6.0,852.0,473.0,40.0,13.0,0.9732840138870004,316.0,185.0,67.0,7.0,0.938278415342094,95.0,67.0,0.01,0.13,4.29,3.18
landscan,USA.44_1,Texas,USA.44.253_1,Zapata,14493.0,13847.0,4.0,2691.0,9.0,59.0,0.9911745739687664,5.0,961.0,521.0,59.0,9.0,0.9706714088752711,351.0,190.0,88.0,6.0,0.9377254947715876,101.0,69.0,0.02,0.11,0.26,1.26
ghs,USA.44_1,Texas,USA.44.254_1,Zavala,12310.0,11599.0,6.0,3335.0,4.0,82.0,0.9913632201566024,3.0,677.0,384.0,42.0,8.0,0.9720833134218206,238.0,128.0,70.0,5.0,0.9372632931808254,74.0,50.0,4.24,4.59,4.53,10.16
gpw,USA.44_1,Texas,USA.44.254_1,Zavala,12310.0,11592.0,6.0,3335.0,5.0,62.0,0.9883260150045536,3.0,712.0,356.0,46.0,7.0,0.970873344371679,241.0,128.0,72.0,5.0,0.9362528081251144,74.0,49.0,4.33,4.68,4.53,10.16
worldpop,USA.44_1,Texas,USA.44.254_1,Zavala,12310.0,11560.0,6.0,3354.0,4.0,79.0,0.9907561864096222,3.0,707.0,390.0,42.0,8.0,0.9722986461287482,224.0,124.0,70.0,5.0,0.9390898956021644,75.0,51.0,4.33,4.55,5.69,10.67
landscan,USA.44_1,Texas,USA.44.254_1,Zavala,12310.0,12048.0,2.0,3335.0,7.0,54.0,0.9938549193117714,4.0,931.0,538.0,45.0,8.0,0.977061636633173,275.0,161.0,80.0,5.0,0.9457716653449324,87.0,63.0,2.86,2.98,3.15,10.04
ghs,USA.45_1,Utah,USA.45.1_1,Beaver,6353.0,6899.0,9.0,6513.0,2.0,55.0,0.9958149802565028,1.0,425.0,228.0,10.0,11.0,0.9817751831124188,66.0,44.0,24.0,4.0,0.9572079578663442,26.0,18.0,0.0,0.0,0.06,0.4
gpw,USA.45_1,Utah,USA.45.1_1,Beaver,6353.0,6899.0,9.0,6513.0,3.0,35.0,0.9935617699451154,1.0,455.0,206.0,12.0,9.0,0.9805081169910458,66.0,43.0,27.0,4.0,0.9568229419407052,26.0,18.0,0.0,0.0,0.06,0.4
worldpop,USA.45_1,Utah,USA.45.1_1,Beaver,6353.0,6881.0,8.0,6516.0,3.0,40.0,0.9948708930671016,1.0,501.0,232.0,11.0,9.0,0.981110632510413,67.0,43.0,25.0,4.0,0.956322227593018,26.0,18.0,0.0,0.01,0.05,0.41
landscan,USA.45_1,Utah,USA.45.1_1,Beaver,6353.0,6325.0,0.0,6513.0,3.0,32.0,0.9961013855164366,1.0,566.0,270.0,18.0,5.0,0.9813961690462484,69.0,44.0,35.0,3.0,0.9586936544262936,28.0,18.0,0.0,0.0,1.35,0.57
ghs,USA.45_1,Utah,USA.45.2_1,Box Elder,51826.0,53700.0,4.0,17312.0,3.0,101.0,0.9930370656356784,3.0,815.0,398.0,15.0,21.0,0.9828032440726808,365.0,164.0,28.0,11.0,0.9685068653396188,143.0,83.0,0.0,0.0,0.01,0.01
gpw,USA.45_1,Utah,USA.45.2_1,Box Elder,51826.0,53719.0,4.0,17312.0,4.0,69.0,0.9900355622469508,3.0,808.0,341.0,21.0,14.0,0.9805989887082522,350.0,152.0,35.0,9.0,0.9668940091427224,141.0,80.0,0.0,0.0,0.01,0.01
worldpop,USA.45_1,Utah,USA.45.2_1,Box Elder,51826.0,53545.0,3.0,15171.0,4.0,80.0,0.9908875911638172,4.0,839.0,389.0,19.0,18.0,0.9803272706454506,366.0,161.0,34.0,10.0,0.9654760988272266,143.0,82.0,0.0,0.0,5.67,8.81
landscan,USA.45_1,Utah,USA.45.2_1,Box Elder,51826.0,55044.0,6.0,17312.0,4.0,75.0,0.9931429737878018,3.0,899.0,438.0,18.0,18.0,0.9825145561182872,396.0,177.0,35.0,9.0,0.967478103726058,148.0,85.0,0.0,0.0,0.12,0.07
ghs,USA.45_1,Utah,USA.45.3_1,Cache,119697.0,123882.0,3.0,3038.0,18.0,225.0,0.9617149528159964,41.0,1325.0,815.0,38.0,96.0,0.9343099890221996,707.0,430.0,56.0,67.0,0.8759868600413195,310.0,218.0,0.0,0.0,0.16,1.78
gpw,USA.45_1,Utah,USA.45.3_1,Cache,119697.0,123858.0,3.0,3038.0,26.0,154.0,0.9560457396150012,41.0,1293.0,749.0,44.0,86.0,0.9316658868189024,698.0,418.0,62.0,63.0,0.8752406858805475,309.0,217.0,0.0,0.0,0.16,1.78
worldpop,USA.45_1,Utah,USA.45.3_1,Cache,119697.0,123522.0,3.0,3032.0,23.0,178.0,0.9602923048241656,41.0,1351.0,806.0,42.0,89.0,0.9336240786113476,691.0,424.0,65.0,62.0,0.8756935119397967,308.0,217.0,0.0,0.0,0.2,1.75
landscan,USA.45_1,Utah,USA.45.3_1,Cache,119697.0,122556.0,2.0,3038.0,19.0,207.0,0.9669863279370602,40.0,1796.0,976.0,42.0,89.0,0.942837544341946,804.0,496.0,65.0,60.0,0.8882368300404292,333.0,239.0,0.0,0.0,0.03,1.65
ghs,USA.45_1,Utah,USA.45.4_1,Carbon,20391.0,21531.0,6.0,3796.0,5.0,120.0,0.9875383152364284,6.0,570.0,347.0,16.0,35.0,0.9639008724954546,187.0,116.0,35.0,15.0,0.9351959455632124,91.0,62.0,0.14,0.14,2.19,2.29
gpw,USA.45_1,Utah,USA.45.4_1,Carbon,20391.0,21519.0,6.0,3796.0,7.0,84.0,0.9838536965852686,6.0,536.0,288.0,18.0,30.0,0.9620362114921578,177.0,110.0,40.0,13.0,0.9326880367427266,87.0,60.0,0.19,0.19,2.19,2.29
worldpop,USA.45_1,Utah,USA.45.4_1,Carbon,20391.0,21470.0,5.0,3793.0,6.0,97.0,0.9870157453098496,6.0,580.0,340.0,18.0,31.0,0.963605111548263,182.0,114.0,41.0,13.0,0.9342366063555146,91.0,62.0,0.15,0.15,2.11,2.21
landscan,USA.45_1,Utah,USA.45.4_1,Carbon,20391.0,21912.0,7.0,3796.0,5.0,107.0,0.9903975332683216,6.0,853.0,482.0,24.0,24.0,0.968485110374331,273.0,147.0,48.0,12.0,0.9410117572562468,115.0,73.0,0.07,0.07,3.48,2.21
ghs,USA.45_1,Utah,USA.45.5_1,Daggett,1107.0,1143.0,3.0,1871.0,3.0,22.0,0.9882355702753548,1.0,74.0,43.0,16.0,3.0,0.9631651743921034,19.0,11.0,29.0,2.0,0.9227178631501264,8.0,5.0,0.0,0.0,1.07,5.88
gpw,USA.45_1,Utah,USA.45.5_1,Daggett,1107.0,1141.0,3.0,1871.0,4.0,14.0,0.9792777453967126,1.0,64.0,27.0,19.0,3.0,0.9575275704840652,16.0,10.0,37.0,1.0,0.9090418192556332,7.0,4.0,0.0,0.0,1.07,5.88
worldpop,USA.45_1,Utah,USA.45.5_1,Daggett,1107.0,1147.0,4.0,1861.0,3.0,17.0,0.983595146416341,1.0,74.0,34.0,19.0,3.0,0.9582819786207312,17.0,10.0,35.0,2.0,0.908303727938006,7.0,5.0,0.0,0.0,1.56,5.43
landscan,USA.45_1,Utah,USA.45.5_1,Daggett,1107.0,1102.0,0.0,1871.0,4.0,15.0,0.99017514535171,1.0,90.0,50.0,22.0,3.0,0.960477442250406,18.0,11.0,50.0,1.0,0.9128856596154163,7.0,5.0,0.0,0.0,0.05,5.45
ghs,USA.45_1,Utah,USA.45.6_1,Davis,334597.0,340530.0,2.0,1643.0,21.0,971.0,0.8889643658414321,207.0,1687.0,1455.0,29.0,608.0,0.8704792532071809,1181.0,1027.0,38.0,451.0,0.8360009435295523,911.0,789.0,0.0,0.0,0.0,1.34
gpw,USA.45_1,Utah,USA.45.6_1,Davis,334597.0,340234.0,2.0,1643.0,22.0,951.0,0.889459234211293,207.0,1699.0,1451.0,34.0,543.0,0.8698702132178213,1177.0,1019.0,50.0,383.0,0.8358666776688323,910.0,786.0,0.0,0.0,0.0,1.34
worldpop,USA.45_1,Utah,USA.45.6_1,Davis,334597.0,339176.0,1.0,1304.0,27.0,965.0,0.8645479538312634,260.0,1737.0,1494.0,35.0,545.0,0.8612544005480637,1170.0,1020.0,50.0,381.0,0.8369954070416966,911.0,787.0,0.0,0.0,19.79,24.23
landscan,USA.45_1,Utah,USA.45.6_1,Davis,334597.0,313269.0,6.0,1643.0,26.0,721.0,0.8952954001180381,191.0,1747.0,1382.0,36.0,496.0,0.8724556237683171,1174.0,978.0,47.0,352.0,0.8313917582111718,830.0,718.0,0.0,0.0,0.67,1.34
ghs,USA.45_1,Utah,USA.45.7_1,Duchesne,20748.0,20966.0,1.0,8359.0,9.0,26.0,0.9746387180732302,3.0,343.0,111.0,29.0,8.0,0.9315053195289672,97.0,34.0,41.0,6.0,0.8917508649163701,54.0,21.0,5.16,5.16,3.16,3.16
gpw,USA.45_1,Utah,USA.45.7_1,Duchesne,20748.0,20998.0,1.0,8359.0,15.0,16.0,0.9451972508511578,3.0,339.0,68.0,41.0,6.0,0.9163591860481552,95.0,30.0,53.0,5.0,0.8845350197418979,53.0,20.0,5.01,5.01,3.16,3.16
worldpop,USA.45_1,Utah,USA.45.7_1,Duchesne,20748.0,20864.0,1.0,8354.0,12.0,20.0,0.9614596740384144,2.0,353.0,86.0,34.0,7.0,0.9256432909952944,91.0,31.0,48.0,5.0,0.8907455220168612,51.0,20.0,6.51,6.51,3.15,3.15
landscan,USA.45_1,Utah,USA.45.7_1,Duchesne,20748.0,19104.0,8.0,8359.0,10.0,24.0,0.9833038308973968,2.0,623.0,190.0,38.0,6.0,0.9352570628414932,101.0,35.0,57.0,4.0,0.8969405411010157,53.0,20.0,10.82,10.82,5.0,3.17
ghs,USA.45_1,Utah,USA.45.8_1,Emery,10359.0,10709.0,3.0,11481.0,2.0,55.0,0.995652731979183,1.0,297.0,171.0,7.0,12.0,0.9822486822211584,55.0,39.0,13.0,7.0,0.9540599679848224,18.0,15.0,0.0,0.02,0.84,4.15
gpw,USA.45_1,Utah,USA.45.8_1,Emery,10359.0,10718.0,3.0,11481.0,3.0,35.0,0.9920576954021614,1.0,289.0,133.0,13.0,7.0,0.9796856755902464,54.0,36.0,22.0,4.0,0.9513018905172504,17.0,14.0,0.01,0.01,0.84,4.15
worldpop,USA.45_1,Utah,USA.45.8_1,Emery,10359.0,10795.0,4.0,11483.0,2.0,44.0,0.9941793885903134,1.0,289.0,156.0,11.0,8.0,0.981557059011129,57.0,39.0,19.0,5.0,0.9526557925157964,18.0,15.0,0.0,0.02,0.82,4.18
landscan,USA.45_1,Utah,USA.45.8_1,Emery,10359.0,10076.0,3.0,11481.0,2.0,39.0,0.9958758874736272,1.0,354.0,181.0,13.0,7.0,0.979920541933366,51.0,33.0,25.0,4.0,0.9507144590815552,17.0,13.0,0.0,0.0,3.0,4.17
ghs,USA.45_1,Utah,USA.45.9_1,Garfield,4962.0,5354.0,8.0,13401.0,1.0,28.0,0.9940522486849784,0.0,183.0,78.0,11.0,3.0,0.978516776892764,33.0,16.0,26.0,1.0,0.9520147218296636,10.0,6.0,6.65,6.65,3.75,3.75
gpw,USA.45_1,Utah,USA.45.9_1,Garfield,4962.0,5350.0,8.0,13401.0,2.0,18.0,0.9850373048170262,0.0,154.0,45.0,18.0,2.0,0.9694057009043076,32.0,13.0,33.0,1.0,0.9422074221331456,9.0,5.0,6.45,6.45,3.75,3.75
worldpop,USA.45_1,Utah,USA.45.9_1,Garfield,4962.0,5336.0,8.0,13382.0,2.0,22.0,0.9912152920687888,0.0,173.0,61.0,13.0,3.0,0.9756471438481524,35.0,15.0,28.0,1.0,0.9509599320210768,11.0,6.0,6.22,6.22,3.64,3.64
landscan,USA.45_1,Utah,USA.45.9_1,Garfield,4962.0,5398.0,9.0,13401.0,2.0,17.0,0.99534309502444,0.0,280.0,99.0,19.0,2.0,0.973395971233406,48.0,17.0,36.0,1.0,0.9453556971914796,14.0,6.0,3.65,3.65,3.15,3.78
ghs,USA.45_1,Utah,USA.45.10_1,Grand,9551.0,9751.0,2.0,9456.0,1.0,104.0,0.99747050161145,1.0,644.0,358.0,8.0,12.0,0.9905583906145728,125.0,84.0,20.0,5.0,0.9780718403467996,47.0,37.0,2.07,2.06,1.68,2.55
gpw,USA.45_1,Utah,USA.45.10_1,Grand,9551.0,9765.0,2.0,9456.0,1.0,73.0,0.995902588522166,1.0,586.0,278.0,10.0,10.0,0.9890250184482174,119.0,78.0,23.0,4.0,0.9770452388360468,47.0,36.0,2.2,2.18,1.68,2.55
worldpop,USA.45_1,Utah,USA.45.10_1,Grand,9551.0,9634.0,1.0,9442.0,1.0,88.0,0.997026561809841,1.0,639.0,337.0,7.0,14.0,0.9913167328018174,146.0,99.0,21.0,5.0,0.9834505250878252,73.0,49.0,0.0,0.01,0.85,3.37
landscan,USA.45_1,Utah,USA.45.10_1,Grand,9551.0,9811.0,3.0,9456.0,1.0,72.0,0.998092536330631,1.0,716.0,435.0,11.0,9.0,0.9914296347044428,144.0,94.0,25.0,4.0,0.9792274923465732,54.0,40.0,2.55,2.49,3.74,2.54
ghs,USA.45_1,Utah,USA.45.11_1,Iron,48113.0,53410.0,11.0,8477.0,6.0,109.0,0.9907033405589896,6.0,1017.0,577.0,24.0,25.0,0.979489745782928,541.0,268.0,43.0,14.0,0.9646132450906472,294.0,151.0,0.0,0.0,0.05,0.05
gpw,USA.45_1,Utah,USA.45.11_1,Iron,48113.0,53407.0,11.0,8477.0,7.0,85.0,0.9880247429447752,6.0,1012.0,512.0,30.0,20.0,0.9773910383493796,518.0,250.0,47.0,13.0,0.9630837779893516,283.0,144.0,0.0,0.0,0.05,0.05
worldpop,USA.45_1,Utah,USA.45.11_1,Iron,48113.0,53266.0,11.0,8488.0,6.0,98.0,0.9898388321096164,6.0,1051.0,570.0,27.0,22.0,0.9790083916084892,550.0,268.0,44.0,13.0,0.9645219460833117,292.0,150.0,0.0,0.0,0.04,0.04
landscan,USA.45_1,Utah,USA.45.11_1,Iron,48113.0,49548.0,3.0,8477.0,7.0,81.0,0.9923775085919928,6.0,1309.0,672.0,32.0,18.0,0.9820047204979108,645.0,311.0,55.0,10.0,0.9698157673608586,345.0,179.0,0.0,0.0,0.57,0.07
ghs,USA.45_1,Utah,USA.45.12_1,Juab,10551.0,11312.0,7.0,8836.0,1.0,99.0,0.9966541097548764,1.0,524.0,327.0,10.0,12.0,0.9863693383611596,97.0,72.0,26.0,5.0,0.9758258781821492,72.0,49.0,0.07,0.07,0.42,0.61
gpw,USA.45_1,Utah,USA.45.12_1,Juab,10551.0,11312.0,7.0,8836.0,2.0,76.0,0.9942470609256954,1.0,523.0,285.0,15.0,8.0,0.9838448080197518,93.0,66.0,32.0,4.0,0.9732646084467006,67.0,45.0,0.06,0.07,0.42,0.61
